index	reason	de	hsb
13532	duplicate	& Entfernen	& Zničić
13535	duplicate	Ändern...	Změnić...
13540	length_ratio	Wert@action:button Add new mime header field.	Hódnota
13541	length_ratio	& Neu@label:textbox Name of the mime header.	Nowa
13556	duplicate	Ändern...	Změnić...
13576	length_ratio	Globale Vorlagen & kopieren	Narunać
13580	length_ratio	Die E-Mail-Adresse wurde nicht im Schlüssel/Zertifikat gefunden	& email
13591	length_ratio	Es ist nicht möglich, die Einrichtung automatisch umzustellen. Bitte überprüfen Sie daher die Einstellungen Ihres Postfachs von Hand.Unknown subject.	Unknown subject.
13592	length_ratio	unbekannt	< adresa\\ xC4\\ x87a >
13596	length_ratio	Keine detaillierten Kontingent-Informationen verfügbar.	Ně.
13597	duplicate	Fehler	Zmylk
13599	length_ratio	Fehler beim Hochladen des Status der Nachrichten auf den Server:	Niču
13617	duplicate	Ignorieren	& Ignorować
13638	length_ratio	Blindkopie@label:listbox	& Dalša kopija@ label: listbox
13641	length_ratio	Suche fortsetzenContinue search button.	Pokročować
13642	length_ratio	Nachrichten werden vom IMAP-Server heruntergeladen	Niču
13655	length_ratio	Ordner unter %1 einfügen	Pólko
13658	length_ratio	Diese Nachricht enthält die Anforderung einer Empfangsbestätigung. Sie können die Anforderung ignorieren, KMail eine Ablehnung oder eine normale Antwort senden lassen.	KMail.
13659	length_ratio	Diese Nachricht enthält die Anforderung einer Empfangsbestätigung. Diese Anforderung enthält einen als„ erforderlich“ gekennzeichneten Bearbeitungshinweis, der KMail allerdings unbekannt ist. Sie können die Anforderung ignorieren oder eine„ Fehlgeschlagen“ -Antwort schicken.	njeznate KMail KMail.
13660	length_ratio	Diese Nachricht enthält die Anforderung einer Empfangsbestätigung, aber die Bestätigung soll an mehr als eine Adresse versendet werden. Sie können die Anforderung ignorieren, KMail eine Ablehnung oder eine normale Antwort senden lassen.	KMail.
13661	length_ratio	Diese Nachricht enthält die Anforderung einer Empfangsbestätigung, aber es ist kein Antwortpfad angegeben. Sie können die Anforderung ignorieren, KMail eine Ablehnung oder eine normale Antwort senden lassen.	KMail.
13662	length_ratio	Diese Nachricht enthält die Anforderung einer Empfangsbestätigung, aber der Antwortpfad unterscheidet sich von der Adresse für die Bestätigung. Sie können die Anforderung ignorieren, KMail eine Ablehnung oder eine normale Antwort senden lassen.	KMail.
13663	length_ratio	Das Vorspannfeld für Empfangsbestätigungs-Optionen enthält einen unbekannten aber erforderlichen Parameter.	Opcije njeznate
13686	length_ratio	---------- Weitergeleitete Nachricht ---------- Betreff: %1 Datum: %2, %3 Von: %4 %OADDRESSEESADDR %5 -------------------------------------------------------------@title:column Column showing the number of unread email messages.	msg status
13687	length_ratio	Gesamt@title:column Size of the messages.	Dohromady
13702	length_ratio	Der Ordner %1 kann nicht in einen Unterordner von sich selbst kopiert oder verschoben werden.	Njemózu zapisk% 1 wočinić.
13704	duplicate	Zur nächsten ungelesenen Nachricht gehen	Dźi k přichodnej nječitanej powěsći
13710	length_ratio	Fehler beim Öffnen von %1. Entweder handelt es sich nicht um einen gültigen Maildir-Ordner oder Sie verfügen nicht über die nötigen Zugriffsrechte.	Zmylk.
13712	length_ratio	Ihr Postausgang enthält Nachrichten, die höchstwahrscheinlich nicht von KMail erstellt wurden. Bitte entfernen Sie diese von dort, wenn sie nicht von KMail versendet werden sollen.	KMail KMail.
13730	length_ratio	"Klicken Sie auf die Bedien-Elemente unten, um Hilfe zur Eingabe zu erhalten.continuation of ""obtain picture from"""	"continuation of ""obtain picture from"""
13732	length_ratio	"dem Eingabefeld untencontinuation of ""obtain signature text from"""	Pólko
13736	identical	KMail	KMail
13737	length_ratio	%1 läuft bereits auf %3. Die gleichzeitige Ausführung von %1 und %2 kann zum Verlust von E-Mails führen. Sie sollten %2 auf diesem Rechner nur dann starten, wenn Sie sicher sind, dass %1 nicht bereits auf %3 läuft.Start kmail even when another instance is running.	Start kmail even when another instance is running.
13743	length_ratio	Abonnements werden für den Server %1 momentan nicht benutzt. Möchten Sie die Abonnementfunktion aktivieren?@title:window	@ title: window
13746	length_ratio	Die Empfängerliste ist leer. Wählen Sie zunächst einige Empfänger und wiederholen Sie dann den Vorgang.@title:window	@ title: window
13756	duplicate	Hinzufügen...	Dodać...
13761	length_ratio	Mailinglistenbeschreibung:	Filtrowe akcije & přewjesć
13766	duplicate	Nicht verfügbar	Njesteji k dispoziciji
13769	length_ratio	Wartungtype of folder content	Maintainer
13786	length_ratio	Normal:Icon used for folders which do have unread messages.	& normalnje:
13790	length_ratio	AbsenderDescription of Type Receiver	Wotpósłar
13791	length_ratio	EmpfängerDescription of Type Size	Adresat
13809	length_ratio	Das Komprimieren des Ordners %1 könnte unsicher sein. Das Resultat könnte ein fehlerhafter Index bzw. Ordner sein. Bitte stellen Sie sicher, dass Sie über eine aktuelle Datensicherung der Mailordner und Nachrichten verfügen.@title	@ title
13819	length_ratio	Ordner„ %1“ geändert; der Index wird neu erstellt.	Zapisk.
13824	length_ratio	Fehler beim Schreiben einer Nachricht in den Archiv-Ordner„ %1“.	in
13836	duplicate	Löschen	Zničić
13838	length_ratio	Nachrichten zum Filtern in dem POP-Postfach: %1 Die angezeigten Nachrichten übersteigen die für dieses Postfach festgelegte Maximalgröße. Sie können durch Markieren des passenden Knopfes das weitere Vorgehen bestimmen. @title:group	Konto.
13841	length_ratio	Nachrichten anzeigen, die von einem Regelwerk gefiltert und zum„ Herunterladen“ oder„ Löschen“ markiert wurden@option:check	Zničić@ option: check
13842	length_ratio	Nachrichten anzeigen, die von einer Filterregel betroffen sind@title:group	Zničić
13852	length_ratio	Hochladen von Nachrichten fehlgeschlagen.	Ně.
13853	length_ratio	Hochladen von Nachrichten abgeschlossen.	Ně.
13858	duplicate	Ordner %1 kann nicht geöffnet werden.	Njemózu zapisk% 1 wočinić.
13865	length_ratio	Bitte wählen Sie die zu verwendende Chiasmus-Schlüsseldatei:	Prošu
13867	duplicate	Allgemein	Generelnje
13873	length_ratio	Hier können Sie eigene Vorlagen für das Antworten auf oder das Weiterleiten von Nachrichten erstellen, ändern und löschen. Erstellen Sie eine eigene Vorlage, indem Sie den entsprechenden Eintrag im Kontextmenü anklicken oder im Menü Werkzeuge auswählen. Sie können der Vorlage auch eine Tastenkombination zuweisen, um einen schnelleren Zugriff darauf zu haben. Nachrichtenvorlagen unterstützen auch Platzhalter. Sie können eingetippt oder über den Menüpunkt Platzhalter einfügen ausgewählt werden. Es gibt vier Vorlagen-Typen: Antworten, Allen antworten, Weiterleiten und Allgemein für Vorlagen, die zu jeder Aktion passen. Vorlagen des Typs Allgemein können nicht mit einer Tastenkombination verknüpft werden. Message- >	Message - >
13887	length_ratio	Alle anderen Unterfenster schließendisplayed as subject when the subject of a mail is empty	Wšitke skupiny zesćahać
13888	length_ratio	Das Kündigen des lokalen Abonnements von Ordnern wird alle Informationen entfernen, die derzeit lokal dafür vorliegen. Die Ordner auf dem Server bleiben unverändert. Drücken Sie nun auf Abbrechen, wenn Sie zunächst sicherstellen möchten, dass alle Informationen auf den Server übertragen wurden (rufen Sie dazu die E-Mails ab).@title:window	@ title: window
13905	length_ratio	Antwort: Not able to attend.	wotpósłar:
13908	length_ratio	Keine Ihrer Identitäten passt zum Empfänger dieser Nachricht, bitte wählen Sie aus der Liste Ihre eigene Adresse bzw. die passende Identät für die Antwort aus:	Žane:
13909	length_ratio	Mehrere Ihrer Identitäten passen zum Empfänger dieser Nachricht, bitte wählen Sie aus der Liste Ihre eigene Adresse aus:	Žane:
13917	length_ratio	Der MIME-Typ der Datei: Normalerweise muss diese Einstellung nicht manuell verändert werden, da der Dateityp automatisch festgestellt wird. Aber manchmal passieren %1 bei der Erkennung Fehler. Hier lassen sich solche Fehler korrigieren.	s
13918	length_ratio	Der Name des Teils: Obwohl hier standardmäßig der Name der angehängten Datei angezeigt wird, ist das nicht die genaue Bedeutung dieses Feldes. Stattdessen wird ein Dateiname vorgeschlagen, unter dem der Empfänger der E-Mail diesen Teil auf Festplatte speichern sollte.	s
13919	duplicate	& Beschreibung:	& Wopisanje:
13920	length_ratio	Eine Beschreibung für diesen Teil: Dies ist nur eine Beschreibung für diesen Nachrichtenteil, ähnlich zur Betreffzeile einer Nachricht. Viele Programme zeigen diese Informationen neben dem Symbol des Nachrichtenteils in der Nachrichtenvorschau.	Tema in s
13922	length_ratio	Die Kodierung für diesen Nachrichtenteil: Diese Einstellung muss normalerweise nicht verändert werden, da %1 abhängig vom MIME-Typ eine sinnvolle Kodierung auswählt. Es ist allerdings manchmal sinnvoll, diese Auswahl manuell zu ändern. Zum Beispiel können Sie für eine PostScript-Datei, die keine Binärdaten enthält ,„ quoted-printable“ an Stelle von„ base64“ wählen. Das reduziert die Nachrichtengröße um ca. 25%.	in
13923	length_ratio	Markieren Sie dieses Ankreuzfeld, wenn dem Empfänger an Stelle des standardmäßigen Symbols die automatische eingebettete Anzeige dieses Nachrichtenteils vorgeschlagen werden soll. Das wird technisch erreicht durch die Veränderung des Vorspannfeldes Inhalt-Platzierung (Content-Disposition) auf„ eingebettet (inline )“ an Stelle des Standardwertes„ Anhang (attachment )“.	in s Wobsah
13924	length_ratio	Diesen Nachrichtenteil & signieren	Podpis
13937	duplicate	& Gehe zu	& Dźi
13947	duplicate	Signieren	Podpis
13952	length_ratio	Nachrichten verschlüsselt speichern Wenn dieses Ankreuzfeld markiert ist, werden versendete Nachrichten verschlüsselt gespeichert so wie sie versendet wurden. Das wird nicht empfohlen, da Sie die Nachrichten nicht mehr lesen können, sobald eines der Zertifikate abgelaufen ist. Möglicherweise gibt es aber lokale Richtlinien, die die Aktivierung dieser Eintellung dennoch erforderlich machen. Sprechen Sie im Zweifelsfalls mit Ihrem Systemverwalter.	in
13958	duplicate	Benutzer:	& Mjeno wužiwarja:
13959	duplicate	& Passwort:	& Hesło:
13961	length_ratio	IMAP-Passwort speichern	IMAP- hesło w konfiguraciskej dataji & zawěsćić
13964	length_ratio	Prüfintervall:@title:tab	& Interwal pohladanja (mjeńšiny): @ title: tab
13972	length_ratio	Die Standard-Identität für diesen Zugang verwenden	Wotstronić
13986	length_ratio	Einfacher Text	Nješifrowany & tekstPlease translate this authentication method only if you have a good reason
13987	length_ratio	& LOGIN	& LOGINPlease translate this authentication method only if you have a good reason
13988	identical	& PLAIN	& PLAIN
13991	identical	& NTLM	& NTLM
13992	identical	& GSSAPI	& GSSAPI
13995	length_ratio	Aktivieren Sie diese Einstellung, um vor dem Versand unsignierter Nachrichten gewarnt zu werden.	in
13996	length_ratio	Vor dem Versand unsignierter Nachrichten warnen Falls diese Einstellung aktiviert ist, werden Sie vor dem Versand von unsignierten Nachrichten oder Nachrichtenteilen gewarnt. Für maximale Sicherheit sollte diese Einstellung aktiviert sein.	Na
13997	length_ratio	Vor dem Versand von unverschlüsselten Nachrichten warnen Falls dieses Ankreuzfeld markiert ist, werden Sie gewarnt, falls Sie eine Nachricht oder Nachrichtenteile unverschlüsselt versenden möchten. Für maximale Sicherheit sollte diese Einstellung aktiviert sein.	Na
13999	length_ratio	Markieren Sie dieses Ankreuzfeld, um gewarnt zu werden, falls die E-Mail-Adresse des Empfängers nicht Teil des Zertifikats ist.	in
14000	length_ratio	Warnen, falls die E-Mail-Adresse des Empfängers nicht im Zertifikat enthalten ist Ist dieses Ankreuzfeld markiert, wird gewarnt, falls die E-Mail-Adresse des Empfängers nicht in dem Zertifikat enthalten ist, das für die Verschlüsselung verwendet wird. Für maximale Sicherheit sollte diese Einstellung aktiviert sein.	Adresat s email adresa Certifikat in
14001	length_ratio	Warnen, falls die E-Mail-Adresse des Empfängers nicht im Zertifikat enthalten ist	s in
14002	length_ratio	Warnen, falls Zertifikate/Schlüssel in Kürze ablaufen (Zeitgrenzen werden weiter unten festgelegt)	in
14005	length_ratio	Warnungszeitspanne vor dem Ablauf des Signierungszertifikats Hier können Sie die Zeitspanne in Tagen einstellen, die ein Zertifikat mindestens die Gültigkeit behalten muss, um ohne Warnung verwendet werden zu können. Die für die SPHINX-Umgebung empfohlene Einstellung beträgt 14 Tage.	Signatura Certifikat
14006	length_ratio	Warnungszeitspanne bei drohendem Ablauf des Verschlüsselungszertifikats Wählen Sie die minimale Anzahl von Tagen, die das zur Verschlüsselung verwendete Zertifikat noch gültig sein muss, damit eine Warnung unterbleibt. Für die SPHINX-Umgebung wird eine Einstellung von 14 Tagen empfohlen.	Šifrowanje Certifikat
14007	length_ratio	Warnung vor dem Ablauf eines Zertifikats in der Zertifikatskette Tragen Sie hier die Anzahl der Tage ein, die alle Zertifikate einer Kette mindestens noch Gültigkeit besitzen müssen, damit keine Warnung angezeigt wird. Für die SPHINX-Umgebung wird eine Einstellung von 14 Tagen empfohlen.	Certifikat in
14008	length_ratio	Warnungszeitspanne vor dem Ablauf des Zertifikats der Zertifizierungsstelle (CA) Hier können Sie die minimale Zeitspanne in Tagen einstellen, die das Zertifikat der Zertifizierungsstelle mindestens noch gültig sein muss. Für die SPHINX-Umgebung wird eine Einstellung von 14 Tagen empfohlen.	Certifikat
14009	length_ratio	Warnungszeitspanne vor dem Ablauf des Wurzelzertifikats Hier können Sie die Zeitspanne in Tagen einstellen, die das Wurzelzertifikat mindestens sein Gültigkeit behalten muss, um ohne Warnung verwendet werden zu können. Die für die SPHINX-Umgebung empfohlene Einstellung beträgt 14 Tage.	Certifikat
14014	duplicate	Markieren Sie dieses Ankreuzfeld, damit KMail Ihr Passwort speichert. Falls die digitale Brieftasche verfügbar ist, wird das Passwort dort gespeichert. Das gilt als verhältnismäßig sicher. Andernfalls wird das Passwort in der Konfigurationsdatei von KMail gespeichert. Das Passwort wird zwar in einem verschlüsselten Format gespeichert, dieses ist allerdings nicht besonders sicher gegenüber ernsthaften Entschlüsselungsversuchen, falls jemand Zugriff auf diese Datei erhält.	"Wubjerće tutu opciju, zo by KMail škitne hesło zawěsćiło. Je- li móšnjowy program KWallet instalowany, so hesło tam zawěsći, štož płaći jako wěste. Hewak so škitne hesło w konfiguraciskej dataji Kmaila zawěsći na wašnje, kotrež hesło zaćěmni, ale tute ""zaćěmnjenje"" njeje koncipowane, zo by so móhła chutnym prócowanjam dešifrowanja spjećować."
14017	length_ratio	Prüfintervall:@title:tab	& Interwal pohladanja: @ title: tab
14031	identical	& NTLM	& NTLM
14032	identical	& APOP	& APOP
14035	duplicate	& Umbenennen	& Hinak pomjenować
14040	duplicate	HTML-Ansicht vor Klartext bevorzugen	& HTML porno prostemu tekstej preferować
14047	duplicate	Ablehnen	Wotpokazać
14050	duplicate	Nichts	Ničo
14065	length_ratio	Vorlagen einrichten@title Message template	Signatura
14068	length_ratio	Nachricht weiterleiten@label:textbox Prefix for quoted message lines	Dopósłana powěsć
14069	length_ratio	& Zitatkennzeichnung:@info:whatsthis	& Znamješko za citowanje: @ info: whatsthis
14080	duplicate	Auswählen...	& Wubrać...
14082	length_ratio	Procmail-Sperrdatei:	Blokowanska dataja za procmail
14085	identical	& FCNTL	& FCNTL
14102	duplicate	& Entfernen	& Zničić
14115	duplicate	Schalten Sie diese Einstellung ein, damit Outlook (tm) Ihre Antworten auf Terminanfragen versteht.	Zaswěćće tutu opciju, zo by Outlook( c) waše wotmołwy na přeprošenja rozumił
14129	length_ratio	s	sekCorresponds to Folder - > Move All Messages to Trash
14132	length_ratio	Hiermit wird das Standardformat für lokale E-Mail-Ordner festgelegt: mbox: In diesem Format entspricht jeder Mail-Ordner einer Datei. Die einzelnen E-Mails sind durch ihre„ From“ -Vorspannfelder voneinander getrennt. Dieses Format benötigt wenig Speicherplatz, ist aber weniger robust gegenüber Bearbeitungsvorgängen, z. B. dem Verschieben von E-Mails zwischen Ordnern. maildir: In diesem Format werden die E-Mail-Ordner durch Ordner auf der Festplatte repräsentiert, jede E-Mail wird als eigene Datei abgelegt. Hierdurch wird mehr Platz auf der Festplatte benötigt, dafür sollte dieses Format robuster gegenüber Operationen wie dem Verschieben von E-Mails zwischen Ordnern sein.	"continuation of ""By default, & message folders on disk are"""
14133	length_ratio	Dateien („ mbox“ -Format)	"Płone dataje (""mbox"" - format) continuation of ""By default, & message folders on disk are"""
14137	length_ratio	Kontingent-Einheiten:	& Znamješko za citowanje:
14149	length_ratio	Warnen, wenn die Anzahl Empfänger größer ist als	in
14158	length_ratio	Nachrichtenvorschaubereich	Powěsć jako prosty tekst
14167	length_ratio	Legt fest, wie Anhänge angezeigt werden sollen.	Pokaž přiwěšk:
14205	length_ratio	Der Nachrichtenindex zu„ %1“ stammt von einer unbekannten Version von KMail (%2). Der Index kann neu aus den Mailordnern erstellt werden. Dabei können einige Informationen einschließlich der Statusinformationen verloren gehen. Soll der Index neu erstellt werden?	njeznate KMail?
14207	length_ratio	Der Nachrichtenindex zu„ %1“ ist beschädigt und wird nun neu erzeugt. Dabei können einige Informationen einschließlich der Statusinformationen verloren gehen.	njeznate KMail?
